signal_idx,signal_time_utc,entry_target_time_utc,planned_exit_target_time_utc,direction,direction_label,signal_close,sma,diff,reason,entry_time_utc,exit_time_utc,entry_price,exit_price,raw_usd,cost_usd,net_usd,mfe_usd,mae_usd,path_high,path_low,m1_bars_in_trade
7789,2023-08-23T16:00:00+00:00,2023-08-23T17:00:00+00:00,2023-08-24T06:00:00+00:00,1,long,1917.94,1904.729,13.211000000000013,close_sma_diff_13.2110,2023-08-23T17:00:00+00:00,2023-08-24T06:00:00+00:00,1917.99,1919.98,1.990000000000009,0.35,1.640000000000009,2.900000000000091,3.6900000000000546,1920.89,1914.3,720
7836,2023-08-25T17:00:00+00:00,2023-08-25T18:00:00+00:00,2023-08-28T07:00:00+00:00,-1,short,1904.67,1914.682,-10.011999999999944,close_sma_diff_-10.0120,2023-08-25T18:00:00+00:00,2023-08-28T07:00:00+00:00,1904.58,1916.08,-11.5,0.35,-11.85,0.599999999999909,12.850000000000136,1917.43,1903.98,718
7882,2023-08-29T17:00:00+00:00,2023-08-29T18:00:00+00:00,2023-08-30T07:00:00+00:00,1,long,1934.14,1922.766,11.374000000000024,close_sma_diff_11.3740,2023-08-29T18:00:00+00:00,2023-08-30T07:00:00+00:00,1934.16,1936.84,2.6799999999998363,0.35,2.329999999999836,4.039999999999964,1.4800000000000182,1938.2,1932.68,720
8248,2023-09-20T17:00:00+00:00,2023-09-20T18:00:00+00:00,2023-09-21T07:00:00+00:00,1,long,1944.01,1933.2780000000002,10.731999999999744,close_sma_diff_10.7320,2023-09-20T18:00:00+00:00,2023-09-21T07:00:00+00:00,1944.01,1928.03,-15.980000000000018,0.35,-16.33000000000002,3.410000000000082,19.809999999999945,1947.42,1924.2,720
8364,2023-09-27T18:00:00+00:00,2023-09-27T19:00:00+00:00,2023-09-28T08:00:00+00:00,-1,short,1881.49,1891.8539999999998,-10.363999999999805,close_sma_diff_-10.3640,2023-09-27T19:00:00+00:00,2023-09-28T08:00:00+00:00,1881.5,1874.81,6.690000000000055,0.35,6.340000000000055,8.950000000000045,0.10999999999989996,1881.61,1872.55,720
8410,2023-09-29T18:00:00+00:00,2023-09-29T19:00:00+00:00,2023-10-02T08:00:00+00:00,-1,short,1854.79,1869.0859999999998,-14.295999999999822,close_sma_diff_-14.2960,2023-09-29T19:00:00+00:00,2023-10-02T08:00:00+00:00,1854.78,1842.52,12.259999999999991,0.35,11.909999999999991,12.420000000000073,1.7100000000000364,1856.49,1842.36,718
8525,2023-10-06T18:00:00+00:00,2023-10-06T19:00:00+00:00,2023-10-09T08:00:00+00:00,1,long,1832.63,1821.9699999999998,10.66000000000031,close_sma_diff_10.6600,2023-10-06T19:00:00+00:00,2023-10-09T08:00:00+00:00,1832.63,1850.72,18.089999999999918,0.35,17.739999999999917,22.9699999999998,3.8200000000001637,1855.6,1828.81,718
8552,2023-10-09T22:00:00+00:00,2023-10-09T23:00:00+00:00,2023-10-10T12:00:00+00:00,1,long,1863.3,1852.216,11.08400000000006,close_sma_diff_11.0840,2023-10-09T23:00:00+00:00,2023-10-10T12:00:00+00:00,1863.28,1858.37,-4.910000000000082,0.35,-5.2600000000000815,2.089999999999918,8.099999999999909,1865.37,1855.18,720
8634,2023-10-13T12:00:00+00:00,2023-10-13T13:00:00+00:00,2023-10-16T02:00:00+00:00,1,long,1887.6,1877.5699999999997,10.0300000000002,close_sma_diff_10.0300,2023-10-13T13:00:00+00:00,2023-10-16T02:00:00+00:00,1887.61,1924.17,36.56000000000017,0.35,36.21000000000017,44.80000000000018,0.9499999999998181,1932.41,1886.66,718
8654,2023-10-16T09:00:00+00:00,2023-10-16T10:00:00+00:00,2023-10-16T22:00:00+00:00,-1,short,1909.97,1921.0420000000001,-11.072000000000116,close_sma_diff_-11.0720,2023-10-16T10:00:00+00:00,2023-10-16T22:00:00+00:00,1909.95,1919.1,-9.149999999999864,0.35,-9.499999999999863,1.75,14.680000000000064,1924.63,1908.2,721
8695,2023-10-18T04:00:00+00:00,2023-10-18T05:00:00+00:00,2023-10-18T17:00:00+00:00,1,long,1939.06,1925.461,13.598999999999933,close_sma_diff_13.5990,2023-10-18T05:00:00+00:00,2023-10-18T17:00:00+00:00,1939.1,1957.0,17.90000000000009,0.35,17.55000000000009,23.570000000000164,3.980000000000018,1962.67,1935.12,721
8734,2023-10-19T20:00:00+00:00,2023-10-19T21:00:00+00:00,2023-10-20T10:00:00+00:00,1,long,1972.73,1955.409,17.320999999999913,close_sma_diff_17.3210,2023-10-19T21:00:00+00:00,2023-10-20T10:00:00+00:00,1972.74,1979.42,6.680000000000064,0.35,6.330000000000064,9.379999999999882,2.0799999999999272,1982.12,1970.66,720
8762,2023-10-23T02:00:00+00:00,2023-10-23T03:00:00+00:00,2023-10-23T15:00:00+00:00,-1,short,1971.59,1982.3619999999999,-10.771999999999935,close_sma_diff_-10.7720,2023-10-23T03:00:00+00:00,2023-10-23T15:00:00+00:00,1971.59,1978.67,-7.080000000000155,0.35,-7.430000000000154,7.209999999999809,11.220000000000027,1982.81,1964.38,721
8796,2023-10-24T13:00:00+00:00,2023-10-24T14:00:00+00:00,2023-10-25T03:00:00+00:00,-1,short,1961.85,1973.741,-11.891000000000076,close_sma_diff_-11.8910,2023-10-24T14:00:00+00:00,2023-10-25T03:00:00+00:00,1961.86,1972.71,-10.850000000000136,0.35,-11.200000000000136,8.36999999999989,15.730000000000018,1977.59,1953.49,720
8822,2023-10-25T16:00:00+00:00,2023-10-25T17:00:00+00:00,2023-10-26T06:00:00+00:00,1,long,1985.16,1973.687,11.473000000000184,close_sma_diff_11.4730,2023-10-25T17:00:00+00:00,2023-10-26T06:00:00+00:00,1985.12,1984.66,-0.459999999999809,0.35,-0.809999999999809,1.7800000000002,22.159999999999854,1986.9,1962.96,720
8872,2023-10-27T20:00:00+00:00,2023-10-27T21:00:00+00:00,2023-10-30T09:00:00+00:00,1,long,1996.74,1984.1190000000001,12.620999999999867,close_sma_diff_12.6210,2023-10-27T21:00:00+00:00,2023-10-30T09:00:00+00:00,1996.76,1995.54,-1.2200000000000273,0.35,-1.5700000000000274,12.710000000000036,1.8299999999999272,2009.47,1994.93,718
8918,2023-10-31T19:00:00+00:00,2023-10-31T20:00:00+00:00,2023-11-01T09:00:00+00:00,-1,short,1984.15,1996.083,-11.932999999999993,close_sma_diff_-11.9330,2023-10-31T20:00:00+00:00,2023-11-01T09:00:00+00:00,1984.16,1980.09,4.070000000000164,0.35,3.7200000000001636,9.050000000000182,2.6099999999999,1986.77,1975.11,720
8982,2023-11-03T14:00:00+00:00,2023-11-03T15:00:00+00:00,2023-11-06T05:00:00+00:00,1,long,2000.18,1988.6779999999999,11.50200000000018,close_sma_diff_11.5020,2023-11-03T15:00:00+00:00,2023-11-06T05:00:00+00:00,2000.21,1987.02,-13.190000000000055,0.35,-13.540000000000054,1.5599999999999454,13.789999999999964,2001.77,1986.42,718
9076,2023-11-09T17:00:00+00:00,2023-11-09T18:00:00+00:00,2023-11-10T07:00:00+00:00,1,long,1963.0,1950.7329999999997,12.26700000000028,close_sma_diff_12.2670,2023-11-09T18:00:00+00:00,2023-11-10T07:00:00+00:00,1962.99,1957.38,-5.6099999999999,0.35,-5.9599999999999,2.650000000000091,6.819999999999936,1965.64,1956.17,720
9144,2023-11-14T16:00:00+00:00,2023-11-14T17:00:00+00:00,2023-11-15T06:00:00+00:00,1,long,1967.76,1948.725,19.035000000000082,close_sma_diff_19.0350,2023-11-14T17:00:00+00:00,2023-11-15T06:00:00+00:00,1967.76,1966.77,-0.9900000000000091,0.35,-1.3400000000000092,1.3900000000001,6.240000000000009,1969.15,1961.52,720
9167,2023-11-15T16:00:00+00:00,2023-11-15T17:00:00+00:00,2023-11-16T06:00:00+00:00,-1,short,1957.46,1969.027,-11.567000000000007,close_sma_diff_-11.5670,2023-11-15T17:00:00+00:00,2023-11-16T06:00:00+00:00,1957.48,1961.21,-3.730000000000018,0.35,-4.080000000000018,1.0699999999999363,6.930000000000064,1964.41,1956.41,720
9190,2023-11-16T16:00:00+00:00,2023-11-16T17:00:00+00:00,2023-11-17T06:00:00+00:00,1,long,1979.71,1967.67,12.039999999999964,close_sma_diff_12.0400,2023-11-16T17:00:00+00:00,2023-11-17T06:00:00+00:00,1979.71,1986.85,7.139999999999873,0.35,6.789999999999873,8.200000000000045,0.5599999999999454,1987.91,1979.15,720
9246,2023-11-21T03:00:00+00:00,2023-11-21T04:00:00+00:00,2023-11-21T16:00:00+00:00,1,long,1990.05,1978.914,11.135999999999967,close_sma_diff_11.1360,2023-11-21T04:00:00+00:00,2023-11-21T16:00:00+00:00,1990.05,1998.1,8.049999999999955,0.35,7.699999999999955,10.299999999999955,5.769999999999982,2000.35,1984.28,721
9260,2023-11-21T17:00:00+00:00,2023-11-21T18:00:00+00:00,2023-11-22T07:00:00+00:00,1,long,2004.24,1992.839,11.401000000000067,close_sma_diff_11.4010,2023-11-21T18:00:00+00:00,2023-11-22T07:00:00+00:00,2004.26,1999.05,-5.210000000000036,0.35,-5.560000000000036,1.0599999999999454,8.789999999999964,2005.32,1995.47,720
9333,2023-11-27T03:00:00+00:00,2023-11-27T04:00:00+00:00,2023-11-27T16:00:00+00:00,1,long,2011.97,2001.3940000000002,10.575999999999794,close_sma_diff_10.5760,2023-11-27T04:00:00+00:00,2023-11-27T16:00:00+00:00,2011.98,2011.32,-0.6600000000000819,0.35,-1.010000000000082,4.400000000000091,4.569999999999936,2016.38,2007.41,721
9370,2023-11-28T17:00:00+00:00,2023-11-28T18:00:00+00:00,2023-11-29T07:00:00+00:00,1,long,2030.85,2018.2930000000001,12.556999999999789,close_sma_diff_12.5570,2023-11-28T18:00:00+00:00,2023-11-29T07:00:00+00:00,2030.8,2046.21,15.410000000000082,0.35,15.060000000000082,21.189999999999827,0.38999999999987267,2051.99,2030.41,720
9440,2023-12-01T18:00:00+00:00,2023-12-01T19:00:00+00:00,2023-12-04T08:00:00+00:00,1,long,2058.81,2043.6240000000003,15.185999999999694,close_sma_diff_15.1860,2023-12-01T19:00:00+00:00,2023-12-04T08:00:00+00:00,2058.73,2086.71,27.980000000000018,0.35,27.630000000000017,86.03999999999996,1.3600000000001273,2144.77,2057.37,718
9454,2023-12-04T09:00:00+00:00,2023-12-04T10:00:00+00:00,2023-12-04T22:00:00+00:00,-1,short,2063.22,2085.7529999999997,-22.5329999999999,close_sma_diff_-22.5330,2023-12-04T10:00:00+00:00,2023-12-04T22:00:00+00:00,2063.46,2031.02,32.440000000000055,0.35,32.09000000000005,43.32999999999993,12.590000000000146,2076.05,2020.13,721
9484,2023-12-05T16:00:00+00:00,2023-12-05T17:00:00+00:00,2023-12-06T06:00:00+00:00,-1,short,2016.51,2028.253,-11.742999999999938,close_sma_diff_-11.7430,2023-12-05T17:00:00+00:00,2023-12-06T06:00:00+00:00,2021.03,2023.16,-2.130000000000109,0.35,-2.4800000000001092,11.230000000000018,5.75,2026.78,2009.8,720
9500,2023-12-06T09:00:00+00:00,2023-12-06T10:00:00+00:00,2023-12-06T22:00:00+00:00,1,long,2034.16,2023.2369999999999,10.92300000000023,close_sma_diff_10.9230,2023-12-06T10:00:00+00:00,2023-12-06T22:00:00+00:00,2034.05,2029.65,-4.399999999999864,0.35,-4.749999999999863,0.7999999999999545,13.86999999999989,2034.85,2020.18,721
9553,2023-12-08T16:00:00+00:00,2023-12-08T17:00:00+00:00,2023-12-11T06:00:00+00:00,-1,short,2008.48,2026.232,-17.751999999999953,close_sma_diff_-17.7520,2023-12-08T17:00:00+00:00,2023-12-11T06:00:00+00:00,2008.65,1996.7,11.950000000000045,0.35,11.600000000000046,14.070000000000164,6.209999999999809,2014.86,1994.58,718
9577,2023-12-11T17:00:00+00:00,2023-12-11T18:00:00+00:00,2023-12-12T07:00:00+00:00,-1,short,1982.35,1992.8229999999999,-10.472999999999956,close_sma_diff_-10.4730,2023-12-11T18:00:00+00:00,2023-12-12T07:00:00+00:00,1982.36,1986.04,-3.6800000000000637,0.35,-4.030000000000063,6.579999999999927,7.009999999999991,1989.37,1975.78,720
9627,2023-12-13T21:00:00+00:00,2023-12-13T22:00:00+00:00,2023-12-14T11:00:00+00:00,1,long,2013.57,1985.441,28.128999999999905,close_sma_diff_28.1290,2023-12-13T22:00:00+00:00,2023-12-14T11:00:00+00:00,2013.57,2036.73,23.160000000000082,0.35,22.81000000000008,26.779999999999973,1.0399999999999636,2040.35,2012.53,720
9672,2023-12-15T20:00:00+00:00,2023-12-15T21:00:00+00:00,2023-12-18T10:00:00+00:00,-1,short,2019.53,2035.361,-15.831000000000131,close_sma_diff_-15.8310,2023-12-15T21:00:00+00:00,2023-12-18T10:00:00+00:00,2019.63,2022.07,-2.439999999999827,0.35,-2.7899999999998273,4.150000000000091,5.229999999999791,2024.86,2015.48,718
9714,2023-12-19T16:00:00+00:00,2023-12-19T17:00:00+00:00,2023-12-20T06:00:00+00:00,1,long,2041.29,2027.986,13.30399999999986,close_sma_diff_13.3040,2023-12-19T17:00:00+00:00,2023-12-20T06:00:00+00:00,2041.3,2040.5,-0.7999999999999545,0.35,-1.1499999999999546,5.730000000000018,4.730000000000018,2047.03,2036.57,720
9782,2023-12-22T15:00:00+00:00,2023-12-22T16:00:00+00:00,2023-12-26T05:00:00+00:00,1,long,2067.13,2054.393,12.73700000000008,close_sma_diff_12.7370,2023-12-22T16:00:00+00:00,2023-12-26T05:00:00+00:00,2067.14,2064.62,-2.519999999999982,0.35,-2.869999999999982,3.5599999999999454,16.129999999999654,2070.7,2051.01,718
9830,2023-12-27T17:00:00+00:00,2023-12-27T18:00:00+00:00,2023-12-28T07:00:00+00:00,1,long,2078.78,2068.4139999999998,10.36600000000044,close_sma_diff_10.3660,2023-12-27T18:00:00+00:00,2023-12-28T07:00:00+00:00,2078.79,2086.57,7.7800000000002,0.35,7.4300000000002004,9.720000000000255,3.0099999999997635,2088.51,2075.78,719
9899,2024-01-02T17:00:00+00:00,2024-01-02T18:00:00+00:00,2024-01-03T07:00:00+00:00,-1,short,2059.31,2070.6949999999997,-11.384999999999764,close_sma_diff_-11.3850,2024-01-02T18:00:00+00:00,2024-01-03T07:00:00+00:00,2059.32,2064.62,-5.299999999999727,0.35,-5.649999999999727,1.4900000000002365,8.379999999999654,2067.7,2057.83,720
9918,2024-01-03T13:00:00+00:00,2024-01-03T14:00:00+00:00,2024-01-04T03:00:00+00:00,-1,short,2047.7,2060.52,-12.819999999999936,close_sma_diff_-12.8200,2024-01-03T14:00:00+00:00,2024-01-04T03:00:00+00:00,2047.69,2041.57,6.120000000000118,0.35,5.770000000000119,17.200000000000045,1.1100000000001273,2048.8,2030.49,720
9968,2024-01-05T17:00:00+00:00,2024-01-05T18:00:00+00:00,2024-01-08T07:00:00+00:00,1,long,2054.88,2042.8310000000001,12.048999999999978,close_sma_diff_12.0490,2024-01-05T18:00:00+00:00,2024-01-08T07:00:00+00:00,2054.89,2035.57,-19.319999999999936,0.35,-19.669999999999938,1.4500000000002728,19.929999999999836,2056.34,2034.96,718
9987,2024-01-08T13:00:00+00:00,2024-01-08T14:00:00+00:00,2024-01-09T03:00:00+00:00,-1,short,2019.98,2031.298,-11.317999999999984,close_sma_diff_-11.3180,2024-01-08T14:00:00+00:00,2024-01-09T03:00:00+00:00,2019.98,2034.82,-14.839999999999918,0.35,-15.189999999999918,1.6700000000000728,16.970000000000027,2036.95,2018.31,720
10061,2024-01-11T18:00:00+00:00,2024-01-11T19:00:00+00:00,2024-01-12T08:00:00+00:00,-1,short,2016.53,2029.9640000000004,-13.434000000000424,close_sma_diff_-13.4340,2024-01-11T19:00:00+00:00,2024-01-12T08:00:00+00:00,2016.52,2035.98,-19.460000000000036,0.35,-19.810000000000038,3.3599999999999,20.690000000000055,2037.21,2013.16,720
10081,2024-01-12T15:00:00+00:00,2024-01-12T16:00:00+00:00,2024-01-15T05:00:00+00:00,1,long,2056.02,2041.502,14.518000000000029,close_sma_diff_14.5180,2024-01-12T16:00:00+00:00,2024-01-15T05:00:00+00:00,2056.03,2055.83,-0.20000000000027285,0.35,-0.5500000000002728,6.299999999999727,14.740000000000236,2062.33,2041.29,718
10129,2024-01-16T19:00:00+00:00,2024-01-16T20:00:00+00:00,2024-01-17T09:00:00+00:00,-1,short,2025.25,2037.925,-12.674999999999955,close_sma_diff_-12.6750,2024-01-16T20:00:00+00:00,2024-01-17T09:00:00+00:00,2025.25,2018.97,6.279999999999973,0.35,5.929999999999973,7.759999999999991,7.75,2033.0,2017.49,721
10149,2024-01-17T16:00:00+00:00,2024-01-17T17:00:00+00:00,2024-01-18T06:00:00+00:00,-1,short,2012.3,2022.3719999999998,-10.071999999999889,close_sma_diff_-10.0720,2024-01-17T17:00:00+00:00,2024-01-18T06:00:00+00:00,2012.29,2008.02,4.269999999999982,0.35,3.9199999999999817,10.6099999999999,1.8299999999999272,2014.12,2001.68,720
10265,2024-01-24T17:00:00+00:00,2024-01-24T18:00:00+00:00,2024-01-25T07:00:00+00:00,-1,short,2015.14,2028.9360000000001,-13.79600000000005,close_sma_diff_-13.7960,2024-01-24T18:00:00+00:00,2024-01-25T07:00:00+00:00,2015.14,2015.9,-0.7599999999999909,0.35,-1.109999999999991,4.080000000000155,4.729999999999791,2019.87,2011.06,720
10379,2024-01-31T16:00:00+00:00,2024-01-31T17:00:00+00:00,2024-02-01T06:00:00+00:00,1,long,2051.68,2038.941,12.738999999999805,close_sma_diff_12.7390,2024-01-31T17:00:00+00:00,2024-02-01T06:00:00+00:00,2051.68,2046.22,-5.459999999999809,0.35,-5.809999999999809,4.390000000000327,20.889999999999873,2056.07,2030.79,720
10398,2024-02-01T12:00:00+00:00,2024-02-01T13:00:00+00:00,2024-02-02T02:00:00+00:00,-1,short,2031.96,2042.613,-10.65300000000002,close_sma_diff_-10.6530,2024-02-01T13:00:00+00:00,2024-02-02T02:00:00+00:00,2031.97,2054.96,-22.99000000000001,0.35,-23.34000000000001,2.0399999999999636,33.569999999999936,2065.54,2029.93,720
10424,2024-02-02T15:00:00+00:00,2024-02-02T16:00:00+00:00,2024-02-05T05:00:00+00:00,-1,short,2031.77,2052.57,-20.800000000000182,close_sma_diff_-20.8000,2024-02-02T16:00:00+00:00,2024-02-05T05:00:00+00:00,2031.78,2033.03,-1.25,0.35,-1.6,4.0499999999999545,10.509999999999991,2042.29,2027.73,718
10585,2024-02-13T15:00:00+00:00,2024-02-13T16:00:00+00:00,2024-02-14T05:00:00+00:00,-1,short,2004.46,2022.797,-18.33699999999999,close_sma_diff_-18.3370,2024-02-13T16:00:00+00:00,2024-02-14T05:00:00+00:00,2004.45,1992.01,12.440000000000055,0.35,12.090000000000055,15.700000000000045,1.5299999999999727,2005.98,1988.75,720
10770,2024-02-23T18:00:00+00:00,2024-02-23T19:00:00+00:00,2024-02-26T08:00:00+00:00,1,long,2038.32,2025.4149999999997,12.9050000000002,close_sma_diff_12.9050,2024-02-23T19:00:00+00:00,2024-02-26T08:00:00+00:00,2038.32,2032.57,-5.75,0.35,-6.1,3.0700000000001637,8.509999999999991,2041.39,2029.81,718
10859,2024-02-29T15:00:00+00:00,2024-02-29T16:00:00+00:00,2024-03-01T05:00:00+00:00,1,long,2047.52,2035.5600000000002,11.959999999999809,close_sma_diff_11.9600,2024-02-29T16:00:00+00:00,2024-03-01T05:00:00+00:00,2047.51,2045.4,-2.1099999999999,0.35,-2.4599999999999,3.270000000000209,4.829999999999927,2050.78,2042.68,720
10884,2024-03-01T17:00:00+00:00,2024-03-01T18:00:00+00:00,2024-03-04T07:00:00+00:00,1,long,2069.05,2050.814,18.23600000000033,close_sma_diff_18.2360,2024-03-01T18:00:00+00:00,2024-03-04T07:00:00+00:00,2069.05,2080.78,11.730000000000018,0.35,11.380000000000019,19.329999999999927,0.0,2088.38,2069.05,718
10906,2024-03-04T16:00:00+00:00,2024-03-04T17:00:00+00:00,2024-03-05T06:00:00+00:00,1,long,2100.84,2086.212,14.628000000000156,close_sma_diff_14.6280,2024-03-04T17:00:00+00:00,2024-03-05T06:00:00+00:00,2100.85,2112.94,12.090000000000146,0.35,11.740000000000146,19.090000000000146,3.349999999999909,2119.94,2097.5,720
10951,2024-03-06T15:00:00+00:00,2024-03-06T16:00:00+00:00,2024-03-07T05:00:00+00:00,1,long,2139.34,2129.264,10.076000000000022,close_sma_diff_10.0760,2024-03-06T16:00:00+00:00,2024-03-07T05:00:00+00:00,2139.36,2150.89,11.529999999999745,0.35,11.179999999999746,12.909999999999854,7.230000000000018,2152.27,2132.13,720
11000,2024-03-08T18:00:00+00:00,2024-03-08T19:00:00+00:00,2024-03-11T07:00:00+00:00,1,long,2180.61,2169.799,10.81100000000015,close_sma_diff_10.8110,2024-03-08T19:00:00+00:00,2024-03-11T07:00:00+00:00,2180.67,2180.2,-0.47000000000025466,0.35,-0.8200000000002546,14.549999999999727,12.430000000000291,2195.22,2168.24,718
11044,2024-03-12T15:00:00+00:00,2024-03-12T16:00:00+00:00,2024-03-13T05:00:00+00:00,-1,short,2160.36,2174.0119999999997,-13.651999999999589,close_sma_diff_-13.6520,2024-03-12T16:00:00+00:00,2024-03-13T05:00:00+00:00,2160.49,2160.11,0.3799999999996544,0.35,0.029999999999654414,9.989999999999782,5.960000000000036,2166.45,2150.5,720
11187,2024-03-20T20:00:00+00:00,2024-03-20T21:00:00+00:00,2024-03-21T10:00:00+00:00,1,long,2181.83,2158.354,23.476000000000113,close_sma_diff_23.4760,2024-03-20T21:00:00+00:00,2024-03-21T10:00:00+00:00,2182.07,2206.22,24.149999999999636,0.35,23.799999999999635,40.57999999999993,3.5700000000001637,2222.65,2178.5,719
11205,2024-03-21T15:00:00+00:00,2024-03-21T16:00:00+00:00,2024-03-22T05:00:00+00:00,-1,short,2191.81,2204.346,-12.536000000000058,close_sma_diff_-12.5360,2024-03-21T16:00:00+00:00,2024-03-22T05:00:00+00:00,2191.22,2172.97,18.25,0.35,17.9,24.789999999999964,0.7000000000002728,2191.92,2166.43,720
11270,2024-03-26T11:00:00+00:00,2024-03-26T12:00:00+00:00,2024-03-27T01:00:00+00:00,1,long,2190.89,2174.315,16.574999999999818,close_sma_diff_16.5750,2024-03-26T12:00:00+00:00,2024-03-27T01:00:00+00:00,2190.81,2178.21,-12.599999999999909,0.35,-12.949999999999909,9.220000000000255,19.139999999999873,2200.03,2171.67,720
11293,2024-03-27T11:00:00+00:00,2024-03-27T12:00:00+00:00,2024-03-28T01:00:00+00:00,1,long,2189.17,2178.631,10.539000000000215,close_sma_diff_10.5390,2024-03-27T12:00:00+00:00,2024-03-28T01:00:00+00:00,2188.97,2191.54,2.5700000000001637,0.35,2.2200000000001636,8.580000000000382,5.4699999999998,2197.55,2183.5,720
11317,2024-03-28T12:00:00+00:00,2024-03-28T13:00:00+00:00,2024-04-01T03:00:00+00:00,1,long,2212.2,2196.8810000000003,15.318999999999505,close_sma_diff_15.3190,2024-03-28T13:00:00+00:00,2024-04-01T03:00:00+00:00,2212.34,2244.37,32.029999999999745,0.35,31.679999999999744,34.98000000000002,10.100000000000364,2247.32,2202.24,720
11331,2024-04-01T04:00:00+00:00,2024-04-01T05:00:00+00:00,2024-04-01T17:00:00+00:00,1,long,2255.79,2232.183,23.60699999999997,close_sma_diff_23.6070,2024-04-01T05:00:00+00:00,2024-04-01T17:00:00+00:00,2255.79,2239.8,-15.989999999999782,0.35,-16.339999999999783,9.820000000000164,17.2199999999998,2265.61,2238.57,721
11372,2024-04-02T22:00:00+00:00,2024-04-02T23:00:00+00:00,2024-04-03T12:00:00+00:00,1,long,2277.45,2263.969,13.480999999999767,close_sma_diff_13.4810,2024-04-02T23:00:00+00:00,2024-04-03T12:00:00+00:00,2277.42,2273.34,-4.079999999999927,0.35,-4.429999999999927,10.819999999999709,9.75,2288.24,2267.67,720
11392,2024-04-03T19:00:00+00:00,2024-04-03T20:00:00+00:00,2024-04-04T09:00:00+00:00,1,long,2293.96,2277.56,16.40000000000009,close_sma_diff_16.4000,2024-04-03T20:00:00+00:00,2024-04-04T09:00:00+00:00,2293.8,2295.72,1.919999999999618,0.35,1.569999999999618,10.909999999999854,4.910000000000309,2304.71,2288.89,720
11417,2024-04-04T21:00:00+00:00,2024-04-04T22:00:00+00:00,2024-04-05T11:00:00+00:00,1,long,2304.06,2292.475,11.585000000000036,close_sma_diff_11.5850,2024-04-04T22:00:00+00:00,2024-04-05T11:00:00+00:00,2304.04,2288.97,-15.070000000000164,0.35,-15.420000000000163,0.6300000000001091,36.289999999999964,2304.67,2267.75,720
11432,2024-04-05T13:00:00+00:00,2024-04-05T14:00:00+00:00,2024-04-08T03:00:00+00:00,1,long,2293.94,2282.122,11.818000000000211,close_sma_diff_11.8180,2024-04-05T14:00:00+00:00,2024-04-08T03:00:00+00:00,2293.94,2309.53,15.590000000000146,0.35,15.240000000000146,36.5,13.679999999999836,2330.44,2280.26,718
11447,2024-04-08T05:00:00+00:00,2024-04-08T06:00:00+00:00,2024-04-08T18:00:00+00:00,1,long,2347.96,2322.781,25.179000000000087,close_sma_diff_25.1790,2024-04-08T06:00:00+00:00,2024-04-08T18:00:00+00:00,2348.02,2327.66,-20.360000000000127,0.35,-20.71000000000013,1.9400000000000546,29.40000000000009,2349.96,2318.62,721
11475,2024-04-09T10:00:00+00:00,2024-04-09T11:00:00+00:00,2024-04-09T23:00:00+00:00,1,long,2353.94,2343.486,10.454000000000178,close_sma_diff_10.4540,2024-04-09T11:00:00+00:00,2024-04-09T23:00:00+00:00,2353.94,2350.9,-3.0399999999999636,0.35,-3.3899999999999637,11.340000000000146,15.710000000000036,2365.28,2338.23,721
11503,2024-04-10T15:00:00+00:00,2024-04-10T16:00:00+00:00,2024-04-11T05:00:00+00:00,-1,short,2338.37,2350.9010000000003,-12.531000000000404,close_sma_diff_-12.5310,2024-04-10T16:00:00+00:00,2024-04-11T05:00:00+00:00,2338.41,2340.14,-1.7300000000000182,0.35,-2.0800000000000183,18.980000000000018,13.860000000000127,2352.27,2319.43,720
11522,2024-04-11T11:00:00+00:00,2024-04-11T12:00:00+00:00,2024-04-12T01:00:00+00:00,-1,short,2328.0,2338.419,-10.418999999999869,close_sma_diff_-10.4190,2024-04-11T12:00:00+00:00,2024-04-12T01:00:00+00:00,2327.98,2371.49,-43.50999999999976,0.35,-43.859999999999765,0.07000000000016371,49.659999999999854,2377.64,2327.91,720
11536,2024-04-12T02:00:00+00:00,2024-04-12T03:00:00+00:00,2024-04-12T15:00:00+00:00,1,long,2376.78,2359.023,17.757000000000062,close_sma_diff_17.7570,2024-04-12T03:00:00+00:00,2024-04-12T15:00:00+00:00,2376.77,2394.96,18.190000000000055,0.35,17.840000000000053,23.769999999999982,2.1900000000000546,2400.54,2374.58,721
11551,2024-04-12T17:00:00+00:00,2024-04-12T18:00:00+00:00,2024-04-15T07:00:00+00:00,1,long,2426.68,2399.6629999999996,27.01700000000028,close_sma_diff_27.0170,2024-04-12T18:00:00+00:00,2024-04-15T07:00:00+00:00,2426.59,2357.86,-68.73000000000002,0.35,-69.08000000000001,4.849999999999909,92.73000000000002,2431.44,2333.86,718
11577,2024-04-15T20:00:00+00:00,2024-04-15T21:00:00+00:00,2024-04-16T10:00:00+00:00,1,long,2365.56,2354.517,11.04300000000012,close_sma_diff_11.0430,2024-04-15T21:00:00+00:00,2024-04-16T10:00:00+00:00,2365.46,2373.32,7.860000000000127,0.35,7.510000000000128,26.61999999999989,1.7800000000002,2392.08,2363.68,720
11591,2024-04-16T11:00:00+00:00,2024-04-16T12:00:00+00:00,2024-04-17T01:00:00+00:00,-1,short,2369.38,2380.3329999999996,-10.95299999999952,close_sma_diff_-10.9530,2024-04-16T12:00:00+00:00,2024-04-17T01:00:00+00:00,2369.39,2383.45,-14.059999999999945,0.35,-14.409999999999945,5.839999999999691,28.789999999999964,2398.18,2363.55,720
