definition,direction,guard_variant,geometry,variant,signal_utc,entry_utc,exit_utc,entry_price,exit_price,exit_reason,gross_per_unit,net_x4,mfe_usd,mae_usd,h4_sma,h4_slope_lookback,h1_break_lookback,compression_lookback,compression_max_atr,cooldown_h,exit_h,session_filter
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_no_asia,2026-04-13T12:00:00+00:00,2026-04-13T13:00:00+00:00,2026-04-13T14:00:00+00:00,4706.81,4736.81,emergency_stop_30.0,-30.0,-121.4,6.88,69.84,10,3,6,6,1.8,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_no_asia,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,6,6,1.8,4,12,no_asia
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2022-11-21T07:00:00+00:00,2022-11-21T08:00:00+00:00,2022-11-21T20:00:00+00:00,1742.34,1739.04,time_exit_12h,3.3,11.8,9.97,4.41,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2023-02-10T15:00:00+00:00,2023-02-10T16:00:00+00:00,2023-02-13T06:00:00+00:00,1859.75,1862.8,time_exit_12h,-3.05,-13.6,3.37,6.75,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2023-08-28T08:00:00+00:00,2023-08-28T09:00:00+00:00,2023-08-28T21:00:00+00:00,1914.41,1920.06,time_exit_12h,-5.65,-24.0,1.79,11.64,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2025-04-28T10:00:00+00:00,2025-04-28T11:00:00+00:00,2025-04-28T15:00:00+00:00,3274.31,3304.31,emergency_stop_30.0,-30.0,-121.4,1.21,78.53,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2025-05-01T10:00:00+00:00,2025-05-01T11:00:00+00:00,2025-05-02T00:00:00+00:00,3218.42,3237.15,time_exit_12h,-18.73,-76.32,16.61,24.88,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2026-04-13T12:00:00+00:00,2026-04-13T13:00:00+00:00,2026-04-13T14:00:00+00:00,4706.81,4736.81,emergency_stop_30.0,-30.0,-121.4,6.88,69.84,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_london_ny,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,6,6,1.8,4,12,london_ny
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_ny_only,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,3,6,6,1.8,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_ny_only,2022-10-19T17:00:00+00:00,2022-10-19T18:00:00+00:00,2022-10-20T07:00:00+00:00,1629.51,1629.75,time_exit_12h,-0.24,-2.36,7.19,5.33,10,3,6,6,1.8,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_ny_only,2023-02-10T15:00:00+00:00,2023-02-10T16:00:00+00:00,2023-02-13T06:00:00+00:00,1859.75,1862.8,time_exit_12h,-3.05,-13.6,3.37,6.75,10,3,6,6,1.8,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_ny_only,2026-05-12T14:00:00+00:00,2026-05-12T15:00:00+00:00,2026-05-12T20:00:00+00:00,4679.0,4709.0,emergency_stop_30.0,-30.0,-121.4,40.5,47.27,10,3,6,6,1.8,4,12,ny_only
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-05-09T05:00:00+00:00,2022-05-09T06:00:00+00:00,2022-05-09T18:00:00+00:00,1873.59,1855.91,time_exit_12h,17.68,69.32,18.84,0.06,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-05-10T10:00:00+00:00,2022-05-10T11:00:00+00:00,2022-05-11T00:00:00+00:00,1857.49,1833.44,time_exit_12h,24.05,94.8,24.49,6.83,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-05-16T05:00:00+00:00,2022-05-16T06:00:00+00:00,2022-05-16T18:00:00+00:00,1807.55,1816.15,time_exit_12h,-8.6,-35.8,20.96,10.42,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-05-19T01:00:00+00:00,2022-05-19T02:00:00+00:00,2022-05-19T14:00:00+00:00,1814.94,1839.26,time_exit_12h,-24.32,-98.68,4.17,26.35,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-05-31T00:00:00+00:00,2022-05-31T01:00:00+00:00,2022-05-31T13:00:00+00:00,1852.25,1848.76,time_exit_12h,3.49,12.56,7.91,4.68,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-06-01T01:00:00+00:00,2022-06-01T02:00:00+00:00,2022-06-01T14:00:00+00:00,1834.24,1845.11,time_exit_12h,-10.87,-44.88,5.96,14.69,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-06-07T00:00:00+00:00,2022-06-07T01:00:00+00:00,2022-06-07T13:00:00+00:00,1839.23,1844.86,time_exit_12h,-5.63,-23.92,2.38,12.54,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-06-10T02:00:00+00:00,2022-06-10T03:00:00+00:00,2022-06-10T15:00:00+00:00,1845.15,1855.66,time_exit_12h,-10.51,-43.44,20.31,14.16,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-06-13T20:00:00+00:00,2022-06-13T21:00:00+00:00,2022-06-14T10:00:00+00:00,1822.61,1823.82,time_exit_12h,-1.21,-6.24,13.76,8.8,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-06-22T01:00:00+00:00,2022-06-22T02:00:00+00:00,2022-06-22T14:00:00+00:00,1828.27,1844.42,time_exit_12h,-16.15,-66.0,5.08,19.4,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-07-01T04:00:00+00:00,2022-07-01T05:00:00+00:00,2022-07-01T17:00:00+00:00,1801.26,1799.2,time_exit_12h,2.06,6.84,16.97,7.31,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-07-07T13:00:00+00:00,2022-07-07T14:00:00+00:00,2022-07-08T03:00:00+00:00,1739.47,1742.65,time_exit_12h,-3.18,-14.12,1.61,9.48,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-07-12T14:00:00+00:00,2022-07-12T15:00:00+00:00,2022-07-13T04:00:00+00:00,1729.46,1727.06,time_exit_12h,2.4,8.2,6.82,4.18,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-07-15T04:00:00+00:00,2022-07-15T05:00:00+00:00,2022-07-15T17:00:00+00:00,1708.42,1704.5,time_exit_12h,3.92,14.28,9.51,5.4,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-07-21T07:00:00+00:00,2022-07-21T08:00:00+00:00,2022-07-21T20:00:00+00:00,1689.32,1719.32,emergency_stop_30.0,-30.0,-121.4,8.58,30.48,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-08-18T07:00:00+00:00,2022-08-18T08:00:00+00:00,2022-08-18T20:00:00+00:00,1761.25,1759.39,time_exit_12h,1.86,6.04,6.1,10.99,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-08-19T02:00:00+00:00,2022-08-19T03:00:00+00:00,2022-08-19T15:00:00+00:00,1754.43,1747.9,time_exit_12h,6.53,24.72,8.84,3.52,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-08-22T05:00:00+00:00,2022-08-22T06:00:00+00:00,2022-08-22T18:00:00+00:00,1744.61,1735.92,time_exit_12h,8.69,33.36,17.0,0.23,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-09-01T02:00:00+00:00,2022-09-01T03:00:00+00:00,2022-09-01T15:00:00+00:00,1703.33,1692.12,time_exit_12h,11.21,43.44,14.7,5.24,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-09-14T01:00:00+00:00,2022-09-14T02:00:00+00:00,2022-09-14T14:00:00+00:00,1700.09,1703.38,time_exit_12h,-3.29,-14.56,2.96,6.8,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-09-28T02:00:00+00:00,2022-09-28T03:00:00+00:00,2022-09-28T15:00:00+00:00,1623.66,1653.66,emergency_stop_30.0,-30.0,-121.4,9.05,30.14,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-07T07:00:00+00:00,2022-10-07T08:00:00+00:00,2022-10-07T20:00:00+00:00,1708.96,1694.83,time_exit_12h,14.13,55.12,18.55,5.68,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-10T03:00:00+00:00,2022-10-10T04:00:00+00:00,2022-10-10T16:00:00+00:00,1691.45,1666.83,time_exit_12h,24.62,97.08,25.96,0.15,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-14T01:00:00+00:00,2022-10-14T02:00:00+00:00,2022-10-14T14:00:00+00:00,1661.64,1650.36,time_exit_12h,11.28,43.72,12.29,9.9,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-19T04:00:00+00:00,2022-10-19T05:00:00+00:00,2022-10-19T17:00:00+00:00,1649.12,1629.47,time_exit_12h,19.65,77.2,20.89,0.25,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-20T00:00:00+00:00,2022-10-20T01:00:00+00:00,2022-10-20T13:00:00+00:00,1627.0,1632.56,time_exit_12h,-5.56,-23.64,4.68,12.82,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-10-21T04:00:00+00:00,2022-10-21T05:00:00+00:00,2022-10-21T17:00:00+00:00,1621.44,1651.44,emergency_stop_30.0,-30.0,-121.4,4.42,32.41,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-11-03T07:00:00+00:00,2022-11-03T08:00:00+00:00,2022-11-03T20:00:00+00:00,1629.55,1629.42,time_exit_12h,0.13,-0.88,13.1,2.66,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-11-21T01:00:00+00:00,2022-11-21T02:00:00+00:00,2022-11-21T14:00:00+00:00,1746.13,1741.19,time_exit_12h,4.94,18.36,9.39,1.13,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2022-11-23T03:00:00+00:00,2022-11-23T04:00:00+00:00,2022-11-23T16:00:00+00:00,1737.07,1742.18,time_exit_12h,-5.11,-21.84,11.05,10.46,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-01-19T01:00:00+00:00,2023-01-19T02:00:00+00:00,2023-01-19T14:00:00+00:00,1901.81,1917.34,time_exit_12h,-15.53,-63.52,1.02,16.17,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-01-27T02:00:00+00:00,2023-01-27T03:00:00+00:00,2023-01-27T15:00:00+00:00,1925.6,1923.9,time_exit_12h,1.7,5.4,9.09,9.25,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-01-31T03:00:00+00:00,2023-01-31T04:00:00+00:00,2023-01-31T16:00:00+00:00,1920.88,1927.22,time_exit_12h,-6.34,-26.76,20.23,8.54,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-02-03T07:00:00+00:00,2023-02-03T08:00:00+00:00,2023-02-03T20:00:00+00:00,1913.57,1865.0,time_exit_12h,48.57,192.88,52.34,3.27,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-02-10T03:00:00+00:00,2023-02-10T04:00:00+00:00,2023-02-10T16:00:00+00:00,1855.25,1858.09,time_exit_12h,-2.84,-12.76,2.56,16.8,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-02-13T04:00:00+00:00,2023-02-13T05:00:00+00:00,2023-02-13T17:00:00+00:00,1857.78,1851.47,time_exit_12h,6.31,23.84,7.26,8.72,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-02-15T03:00:00+00:00,2023-02-15T04:00:00+00:00,2023-02-15T16:00:00+00:00,1848.24,1836.65,time_exit_12h,11.59,44.96,17.78,0.54,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-02-27T03:00:00+00:00,2023-02-27T04:00:00+00:00,2023-02-27T16:00:00+00:00,1807.84,1816.89,time_exit_12h,-9.05,-37.6,0.82,12.12,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-03-08T01:00:00+00:00,2023-03-08T02:00:00+00:00,2023-03-08T14:00:00+00:00,1812.24,1820.34,time_exit_12h,-8.1,-33.8,2.9,9.29,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-03-09T01:00:00+00:00,2023-03-09T02:00:00+00:00,2023-03-09T14:00:00+00:00,1812.24,1831.31,time_exit_12h,-19.07,-77.68,0.33,19.58,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-04-20T03:00:00+00:00,2023-04-20T04:00:00+00:00,2023-04-20T16:00:00+00:00,1991.73,2002.55,time_exit_12h,-10.82,-44.68,1.29,20.55,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-01T00:00:00+00:00,2023-05-01T01:00:00+00:00,2023-05-01T13:00:00+00:00,1986.76,2003.87,time_exit_12h,-17.11,-69.84,9.8,18.44,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-09T01:00:00+00:00,2023-05-09T02:00:00+00:00,2023-05-09T14:00:00+00:00,2020.02,2030.2,time_exit_12h,-10.18,-42.12,0.26,12.72,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-12T02:00:00+00:00,2023-05-12T03:00:00+00:00,2023-05-12T15:00:00+00:00,2011.92,2011.13,time_exit_12h,0.79,1.76,11.12,10.51,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-17T06:00:00+00:00,2023-05-17T07:00:00+00:00,2023-05-17T19:00:00+00:00,1987.66,1983.87,time_exit_12h,3.79,13.76,12.72,2.84,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-18T05:00:00+00:00,2023-05-18T06:00:00+00:00,2023-05-18T18:00:00+00:00,1979.76,1958.42,time_exit_12h,21.34,83.96,27.88,1.64,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-05-19T13:00:00+00:00,2023-05-19T14:00:00+00:00,2023-05-22T04:00:00+00:00,1960.72,1977.78,time_exit_12h,-17.06,-69.64,3.66,23.36,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-06-05T01:00:00+00:00,2023-06-05T02:00:00+00:00,2023-06-05T14:00:00+00:00,1946.35,1946.4,time_exit_12h,-0.05,-1.6,8.29,2.3,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-06-15T12:00:00+00:00,2023-06-15T13:00:00+00:00,2023-06-15T15:00:00+00:00,1928.42,1958.42,emergency_stop_30.0,-30.0,-121.4,3.83,33.55,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-06-22T05:00:00+00:00,2023-06-22T06:00:00+00:00,2023-06-22T18:00:00+00:00,1929.68,1916.41,time_exit_12h,13.27,51.68,16.98,1.69,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-06-23T02:00:00+00:00,2023-06-23T03:00:00+00:00,2023-06-23T15:00:00+00:00,1912.04,1926.9,time_exit_12h,-14.86,-60.84,2.11,25.16,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-08T08:00:00+00:00,2023-08-08T09:00:00+00:00,2023-08-08T21:00:00+00:00,1930.61,1925.0,time_exit_12h,5.61,21.04,7.97,4.87,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-09T21:00:00+00:00,2023-08-09T23:00:00+00:00,2023-08-10T11:00:00+00:00,1914.63,1921.61,time_exit_12h,-6.98,-29.32,0.32,7.63,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-10T21:00:00+00:00,2023-08-10T23:00:00+00:00,2023-08-11T11:00:00+00:00,1911.76,1917.8,time_exit_12h,-6.04,-25.56,1.09,7.89,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-14T01:00:00+00:00,2023-08-14T02:00:00+00:00,2023-08-14T14:00:00+00:00,1910.82,1904.05,time_exit_12h,6.77,25.68,8.28,5.24,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-21T02:00:00+00:00,2023-08-21T03:00:00+00:00,2023-08-21T15:00:00+00:00,1885.25,1886.68,time_exit_12h,-1.43,-7.12,0.64,13.52,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-08-28T08:00:00+00:00,2023-08-28T09:00:00+00:00,2023-08-28T21:00:00+00:00,1914.41,1920.06,time_exit_12h,-5.65,-24.0,1.79,11.64,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-09-06T01:00:00+00:00,2023-09-06T02:00:00+00:00,2023-09-06T14:00:00+00:00,1924.66,1928.04,time_exit_12h,-3.38,-14.92,3.61,4.43,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-09-13T02:00:00+00:00,2023-09-13T03:00:00+00:00,2023-09-13T15:00:00+00:00,1911.31,1912.63,time_exit_12h,-1.32,-6.68,5.87,4.32,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-09-13T21:00:00+00:00,2023-09-13T23:00:00+00:00,2023-09-14T11:00:00+00:00,1908.56,1908.97,time_exit_12h,-0.41,-3.04,3.44,4.21,10,3,6,6,2.2,1,12,all
h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_2.2_cool1_all,2023-09-21T09:00:00+00:00,2023-09-21T10:00:00+00:00,2023-09-21T23:00:00+00:00,1922.98,1920.01,time_exit_12h,2.97,10.48,9.13,3.02,10,3,6,6,2.2,1,12,all
