family,design,guard_variant,signal_utc,entry_utc,direction,session,entry_price,tp_price,sl_price,exit_utc,exit_price,exit_reason,gross_usd_x1,net_x1,net_x3,net_x4,macro_labels,year,reason,regime_note
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-10T17:00:00+00:00,2023-07-10T18:00:00+00:00,long,new_york,1925.5,1941.5,1916.5,2023-07-11T03:59:00+00:00,1927.74,time_exit,2.24,1.89,1.19,0.84,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-11T20:00:00+00:00,2023-07-11T21:00:00+00:00,long,new_york,1932.34,1948.34,1923.34,2023-07-12T06:59:00+00:00,1938.53,time_exit,6.19,5.84,5.14,4.79,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-13T18:00:00+00:00,2023-07-13T19:00:00+00:00,long,new_york,1959.98,1975.98,1950.98,2023-07-14T04:59:00+00:00,1962.53,time_exit,2.55,2.2,1.5,1.15,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-14T12:00:00+00:00,2023-07-14T13:00:00+00:00,long,london_ny_overlap,1959.22,1975.22,1950.22,2023-07-14T20:58:00+00:00,1954.63,time_exit,-4.59,-4.94,-5.64,-5.99,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-17T09:00:00+00:00,2023-07-17T10:00:00+00:00,long,london,1955.86,1971.86,1946.86,2023-07-17T14:35:00+00:00,1946.86,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-17T19:00:00+00:00,2023-07-17T20:00:00+00:00,long,new_york,1955.61,1971.61,1946.61,2023-07-18T05:59:00+00:00,1959.95,time_exit,4.34,3.99,3.29,2.94,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-19T13:00:00+00:00,2023-07-19T14:00:00+00:00,long,london_ny_overlap,1977.52,1993.52,1968.52,2023-07-19T23:59:00+00:00,1977.3,time_exit,-0.22,-0.57,-1.27,-1.62,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-20T01:00:00+00:00,2023-07-20T02:00:00+00:00,long,asia,1979.05,1995.05,1970.05,2023-07-20T11:59:00+00:00,1980.54,time_exit,1.49,1.14,0.44,0.09,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-26T06:00:00+00:00,2023-07-26T07:00:00+00:00,long,london,1964.91,1980.91,1955.91,2023-07-26T16:59:00+00:00,1972.35,time_exit,7.44,7.09,6.39,6.04,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-07-31T04:00:00+00:00,2023-07-31T05:00:00+00:00,short,asia,1954.51,1938.51,1963.51,2023-07-31T13:31:00+00:00,1963.51,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-02T01:00:00+00:00,2023-08-02T02:00:00+00:00,short,asia,1949.07,1933.07,1958.07,2023-08-02T11:59:00+00:00,1952.45,time_exit,-3.38,-3.73,-4.43,-4.78,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-03T19:00:00+00:00,2023-08-03T20:00:00+00:00,short,new_york,1932.95,1916.95,1941.95,2023-08-04T05:59:00+00:00,1934.34,time_exit,-1.39,-1.74,-2.44,-2.79,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-04T07:00:00+00:00,2023-08-04T08:00:00+00:00,short,london,1932.78,1916.78,1941.78,2023-08-04T13:42:00+00:00,1941.78,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-07T04:00:00+00:00,2023-08-07T05:00:00+00:00,short,asia,1939.07,1923.07,1948.07,2023-08-07T14:59:00+00:00,1933.53,time_exit,5.54,5.19,4.49,4.14,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-08T01:00:00+00:00,2023-08-08T02:00:00+00:00,short,asia,1935.52,1919.52,1944.52,2023-08-08T11:59:00+00:00,1930.56,time_exit,4.96,4.61,3.91,3.56,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-09T09:00:00+00:00,2023-08-09T10:00:00+00:00,short,london,1927.91,1911.91,1936.91,2023-08-09T19:59:00+00:00,1915.97,time_exit,11.94,11.59,10.89,10.54,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-11T13:00:00+00:00,2023-08-11T14:00:00+00:00,short,london_ny_overlap,1915.88,1899.88,1924.88,2023-08-11T20:58:00+00:00,1913.42,time_exit,2.46,2.11,1.41,1.06,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-14T18:00:00+00:00,2023-08-14T19:00:00+00:00,short,new_york,1910.15,1894.15,1919.15,2023-08-15T04:59:00+00:00,1906.94,time_exit,3.21,2.86,2.16,1.81,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-15T17:00:00+00:00,2023-08-15T18:00:00+00:00,short,new_york,1903.46,1887.46,1912.46,2023-08-16T03:59:00+00:00,1903.6,time_exit,-0.14,-0.49,-1.19,-1.54,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-16T12:00:00+00:00,2023-08-16T13:00:00+00:00,short,london_ny_overlap,1902.92,1886.92,1911.92,2023-08-16T21:58:00+00:00,1891.81,time_exit,11.11,10.76,10.06,9.71,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-17T09:00:00+00:00,2023-08-17T10:00:00+00:00,short,london,1893.82,1877.82,1902.82,2023-08-17T14:15:00+00:00,1902.82,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-17T14:00:00+00:00,2023-08-17T15:00:00+00:00,short,london_ny_overlap,1895.87,1879.87,1904.87,2023-08-18T00:59:00+00:00,1891.04,time_exit,4.83,4.48,3.78,3.43,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-18T13:00:00+00:00,2023-08-18T14:00:00+00:00,short,london_ny_overlap,1890.11,1874.11,1899.11,2023-08-18T20:58:00+00:00,1889.38,time_exit,0.73,0.38,-0.32,-0.67,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-21T06:00:00+00:00,2023-08-21T07:00:00+00:00,short,london,1887.78,1871.78,1896.78,2023-08-21T13:43:00+00:00,1896.78,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-21T14:00:00+00:00,2023-08-21T15:00:00+00:00,short,london_ny_overlap,1889.88,1873.88,1898.88,2023-08-22T00:59:00+00:00,1894.58,time_exit,-4.7,-5.05,-5.75,-6.1,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-25T10:00:00+00:00,2023-08-25T11:00:00+00:00,long,london,1916.0,1932.0,1907.0,2023-08-25T15:39:00+00:00,1907.0,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-27T23:00:00+00:00,2023-08-28T00:00:00+00:00,long,asia,1914.72,1930.72,1905.72,2023-08-28T09:59:00+00:00,1914.56,time_exit,-0.16,-0.51,-1.21,-1.56,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-29T14:00:00+00:00,2023-08-29T15:00:00+00:00,long,london_ny_overlap,1920.88,1936.88,1911.88,2023-08-29T16:43:00+00:00,1936.88,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-08-31T12:00:00+00:00,2023-08-31T13:00:00+00:00,long,london_ny_overlap,1945.6,1961.6,1936.6,2023-08-31T21:58:00+00:00,1939.97,time_exit,-5.63,-5.98,-6.68,-7.03,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-01T02:00:00+00:00,2023-09-01T03:00:00+00:00,long,asia,1942.45,1958.45,1933.45,2023-09-01T12:59:00+00:00,1944.4,time_exit,1.95,1.6,0.9,0.55,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-04T02:00:00+00:00,2023-09-04T03:00:00+00:00,long,asia,1942.92,1958.92,1933.92,2023-09-04T12:59:00+00:00,1941.55,time_exit,-1.37,-1.72,-2.42,-2.77,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-07T05:00:00+00:00,2023-09-07T06:00:00+00:00,short,asia,1918.87,1902.87,1927.87,2023-09-07T15:59:00+00:00,1917.98,time_exit,0.89,0.54,-0.16,-0.51,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-07T15:00:00+00:00,2023-09-07T16:00:00+00:00,short,london_ny_overlap,1917.96,1901.96,1926.96,2023-09-08T01:59:00+00:00,1923.58,time_exit,-5.62,-5.97,-6.67,-7.02,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-08T12:00:00+00:00,2023-09-08T13:00:00+00:00,short,london_ny_overlap,1922.94,1906.94,1931.94,2023-09-08T20:58:00+00:00,1919.01,time_exit,3.93,3.58,2.88,2.53,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-11T15:00:00+00:00,2023-09-11T16:00:00+00:00,short,london_ny_overlap,1922.46,1906.46,1931.46,2023-09-12T01:59:00+00:00,1921.47,time_exit,0.99,0.64,-0.06,-0.41,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-14T03:00:00+00:00,2023-09-14T04:00:00+00:00,short,asia,1909.82,1893.82,1918.82,2023-09-14T13:59:00+00:00,1904.45,time_exit,5.37,5.02,4.32,3.97,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-14T19:00:00+00:00,2023-09-14T20:00:00+00:00,short,new_york,1908.2,1892.2,1917.2,2023-09-15T05:59:00+00:00,1916.05,time_exit,-7.85,-8.2,-8.9,-9.25,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-20T10:00:00+00:00,2023-09-20T11:00:00+00:00,long,london,1931.66,1947.66,1922.66,2023-09-20T20:59:00+00:00,1932.92,time_exit,1.26,0.91,0.21,-0.14,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-09-29T12:00:00+00:00,2023-09-29T13:00:00+00:00,short,london_ny_overlap,1869.3,1853.3,1878.3,2023-09-29T14:14:00+00:00,1878.3,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-03T21:00:00+00:00,2023-10-03T22:00:00+00:00,short,other,1821.93,1805.93,1830.93,2023-10-04T07:59:00+00:00,1818.92,time_exit,3.01,2.66,1.96,1.61,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-04T14:00:00+00:00,2023-10-04T15:00:00+00:00,short,london_ny_overlap,1820.16,1804.16,1829.16,2023-10-05T00:59:00+00:00,1822.31,time_exit,-2.15,-2.5,-3.2,-3.55,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-05T07:00:00+00:00,2023-10-05T08:00:00+00:00,short,london,1822.11,1806.11,1831.11,2023-10-05T17:59:00+00:00,1817.95,time_exit,4.16,3.81,3.11,2.76,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-06T01:00:00+00:00,2023-10-06T02:00:00+00:00,short,asia,1820.47,1804.47,1829.47,2023-10-06T11:59:00+00:00,1822.44,time_exit,-1.97,-2.32,-3.02,-3.37,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-13T03:00:00+00:00,2023-10-13T04:00:00+00:00,long,asia,1873.15,1889.15,1864.15,2023-10-13T11:45:00+00:00,1889.15,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-16T10:00:00+00:00,2023-10-16T11:00:00+00:00,long,london,1916.0,1932.0,1907.0,2023-10-16T20:59:00+00:00,1918.79,time_exit,2.79,2.44,1.74,1.39,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-17T07:00:00+00:00,2023-10-17T08:00:00+00:00,long,london,1917.18,1933.18,1908.18,2023-10-17T17:59:00+00:00,1923.95,time_exit,6.77,6.42,5.72,5.37,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-17T20:00:00+00:00,2023-10-17T21:00:00+00:00,long,new_york,1922.43,1938.43,1913.43,2023-10-18T02:44:00+00:00,1938.43,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-19T08:00:00+00:00,2023-10-19T09:00:00+00:00,long,london,1949.45,1965.45,1940.45,2023-10-19T18:19:00+00:00,1965.45,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-23T06:00:00+00:00,2023-10-23T07:00:00+00:00,long,london,1975.64,1991.64,1966.64,2023-10-23T16:59:00+00:00,1975.32,time_exit,-0.32,-0.67,-1.37,-1.72,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-24T02:00:00+00:00,2023-10-24T03:00:00+00:00,long,asia,1976.52,1992.52,1967.52,2023-10-24T10:18:00+00:00,1967.52,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-24T17:00:00+00:00,2023-10-24T18:00:00+00:00,long,new_york,1974.29,1990.29,1965.29,2023-10-25T03:59:00+00:00,1972.59,time_exit,-1.7,-2.05,-2.75,-3.1,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-25T11:00:00+00:00,2023-10-25T12:00:00+00:00,long,london,1973.03,1989.03,1964.03,2023-10-25T16:04:00+00:00,1964.03,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-25T23:00:00+00:00,2023-10-26T00:00:00+00:00,long,asia,1981.95,1997.95,1972.95,2023-10-26T09:59:00+00:00,1992.13,time_exit,10.18,9.83,9.13,8.78,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-26T17:00:00+00:00,2023-10-26T18:00:00+00:00,long,new_york,1984.22,2000.22,1975.22,2023-10-27T03:59:00+00:00,1986.61,time_exit,2.39,2.04,1.34,0.99,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-30T09:00:00+00:00,2023-10-30T10:00:00+00:00,long,london,1996.54,2012.54,1987.54,2023-10-30T19:59:00+00:00,1995.82,time_exit,-0.72,-1.07,-1.77,-2.12,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-10-31T07:00:00+00:00,2023-10-31T08:00:00+00:00,long,london,1996.21,2012.21,1987.21,2023-10-31T16:10:00+00:00,1987.21,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-03T18:00:00+00:00,2023-11-03T19:00:00+00:00,long,new_york,1995.05,2011.05,1986.05,2023-11-03T20:58:00+00:00,1992.52,time_exit,-2.53,-2.88,-3.58,-3.93,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-10T05:00:00+00:00,2023-11-10T06:00:00+00:00,short,asia,1957.19,1941.19,1966.19,2023-11-10T14:55:00+00:00,1941.19,take_profit,16.0,15.65,14.95,14.6,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-13T08:00:00+00:00,2023-11-13T09:00:00+00:00,short,london,1936.69,1920.69,1945.69,2023-11-13T16:36:00+00:00,1945.69,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-20T18:00:00+00:00,2023-11-20T19:00:00+00:00,long,new_york,1977.38,1993.38,1968.38,2023-11-21T03:52:00+00:00,1993.38,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-21T12:00:00+00:00,2023-11-21T13:00:00+00:00,long,london_ny_overlap,1989.13,2005.13,1980.13,2023-11-21T14:38:00+00:00,2005.13,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-23T02:00:00+00:00,2023-11-23T03:00:00+00:00,long,asia,1994.29,2010.29,1985.29,2023-11-23T12:59:00+00:00,1992.4,time_exit,-1.89,-2.24,-2.94,-3.29,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-23T23:00:00+00:00,2023-11-24T00:00:00+00:00,long,asia,1994.12,2010.12,1985.12,2023-11-24T09:59:00+00:00,1994.5,time_exit,0.38,0.03,-0.67,-1.02,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-24T09:00:00+00:00,2023-11-24T10:00:00+00:00,long,london,1994.51,2010.51,1985.51,2023-11-24T18:29:00+00:00,2002.25,time_exit,7.74,7.39,6.69,6.34,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-27T18:00:00+00:00,2023-11-27T19:00:00+00:00,long,new_york,2012.39,2028.39,2003.39,2023-11-28T04:59:00+00:00,2015.12,time_exit,2.73,2.38,1.68,1.33,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-28T09:00:00+00:00,2023-11-28T10:00:00+00:00,long,london,2016.06,2032.06,2007.06,2023-11-28T16:05:00+00:00,2032.06,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-29T11:00:00+00:00,2023-11-29T12:00:00+00:00,long,london,2040.1,2056.1,2031.1,2023-11-29T21:58:00+00:00,2044.1,time_exit,4.0,3.65,2.95,2.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-30T06:00:00+00:00,2023-11-30T07:00:00+00:00,long,london,2045.7,2061.7,2036.7,2023-11-30T11:15:00+00:00,2036.7,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-11-30T23:00:00+00:00,2023-12-01T00:00:00+00:00,long,asia,2040.11,2056.11,2031.11,2023-12-01T09:59:00+00:00,2046.36,time_exit,6.25,5.9,5.2,4.85,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-01T14:00:00+00:00,2023-12-01T15:00:00+00:00,long,london_ny_overlap,2043.35,2059.35,2034.35,2023-12-01T16:47:00+00:00,2059.35,take_profit,16.0,15.65,14.95,14.6,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-12T13:00:00+00:00,2023-12-12T14:00:00+00:00,short,london_ny_overlap,1984.47,1968.47,1993.47,2023-12-12T23:59:00+00:00,1982.49,time_exit,1.98,1.63,0.93,0.58,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-13T01:00:00+00:00,2023-12-13T02:00:00+00:00,short,asia,1980.05,1964.05,1989.05,2023-12-13T11:59:00+00:00,1982.86,time_exit,-2.81,-3.16,-3.86,-4.21,,2023,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,long,new_york,2036.56,2052.56,2027.56,2023-12-15T06:59:00+00:00,2035.97,time_exit,-0.59,-0.94,-1.64,-1.99,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-18T13:00:00+00:00,2023-12-18T14:00:00+00:00,long,london_ny_overlap,2025.99,2041.99,2016.99,2023-12-18T23:59:00+00:00,2027.63,time_exit,1.64,1.29,0.59,0.24,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-18T23:00:00+00:00,2023-12-19T00:00:00+00:00,long,asia,2027.64,2043.64,2018.64,2023-12-19T09:59:00+00:00,2026.3,time_exit,-1.34,-1.69,-2.39,-2.74,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-20T14:00:00+00:00,2023-12-20T15:00:00+00:00,long,london_ny_overlap,2037.95,2053.95,2028.95,2023-12-20T21:31:00+00:00,2028.95,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-21T01:00:00+00:00,2023-12-21T02:00:00+00:00,long,asia,2035.43,2051.43,2026.43,2023-12-21T11:59:00+00:00,2034.08,time_exit,-1.35,-1.7,-2.4,-2.75,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-21T12:00:00+00:00,2023-12-21T13:00:00+00:00,long,london_ny_overlap,2037.99,2053.99,2028.99,2023-12-21T21:58:00+00:00,2045.67,time_exit,7.68,7.33,6.63,6.28,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-22T18:00:00+00:00,2023-12-22T19:00:00+00:00,long,new_york,2057.24,2073.24,2048.24,2023-12-22T21:54:00+00:00,2053.05,time_exit,-4.19,-4.54,-5.24,-5.59,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-25T23:00:00+00:00,2023-12-26T00:00:00+00:00,long,asia,2054.92,2070.92,2045.92,2023-12-26T09:59:00+00:00,2061.86,time_exit,6.94,6.59,5.89,5.54,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-26T19:00:00+00:00,2023-12-26T20:00:00+00:00,long,new_york,2061.7,2077.7,2052.7,2023-12-27T05:59:00+00:00,2064.65,time_exit,2.95,2.6,1.9,1.55,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2023-12-29T05:00:00+00:00,2023-12-29T06:00:00+00:00,long,asia,2072.25,2088.25,2063.25,2023-12-29T10:19:00+00:00,2063.25,stop_loss,-9.0,-9.35,-10.05,-10.4,,2023,h4_up_h1_pullback_recovery,h4_up
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-04T11:00:00+00:00,2024-01-04T12:00:00+00:00,short,london,2045.07,2029.07,2054.07,2024-01-04T21:58:00+00:00,2043.17,time_exit,1.9,1.55,0.85,0.5,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-05T04:00:00+00:00,2024-01-05T05:00:00+00:00,short,asia,2044.59,2028.59,2053.59,2024-01-05T13:30:00+00:00,2028.59,take_profit,16.0,15.65,14.95,14.6,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-05T17:00:00+00:00,2024-01-05T18:00:00+00:00,short,new_york,2041.96,2025.96,2050.96,2024-01-05T21:54:00+00:00,2045.18,time_exit,-3.22,-3.57,-4.27,-4.62,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-08T02:00:00+00:00,2024-01-08T03:00:00+00:00,short,asia,2041.3,2025.3,2050.3,2024-01-08T11:05:00+00:00,2025.3,take_profit,16.0,15.65,14.95,14.6,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-08T17:00:00+00:00,2024-01-08T18:00:00+00:00,short,new_york,2027.61,2011.61,2036.61,2024-01-09T03:59:00+00:00,2033.55,time_exit,-5.94,-6.29,-6.99,-7.34,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-10T03:00:00+00:00,2024-01-10T04:00:00+00:00,short,asia,2028.84,2012.84,2037.84,2024-01-10T10:04:00+00:00,2037.84,stop_loss,-9.0,-9.35,-10.05,-10.4,,2024,h4_down_h1_pullback_recovery,h4_down
h4_trend_h1_pullback_continuation,balanced_pullback,unguarded,2024-01-10T12:00:00+00:00,2024-01-10T13:00:00+00:00,short,london_ny_overlap,2031.44,2015.44,2040.44,2024-01-10T21:58:00+00:00,2024.17,time_exit,7.27,6.92,6.22,5.87,,2024,h4_down_h1_pullback_recovery,h4_down
