baseline,interval,entry_time_utc,exit_time_utc,direction,direction_label,entry_price,exit_price,raw_usd,cost_usd,net_usd,reason
higher_timeframe_sma20_trend,1h,2026-05-21T01:00:00+00:00,2026-05-21T04:00:00+00:00,1,long,4560.84277,4538.54662,-22.296150000000125,0.35,-22.646150000000127,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T02:00:00+00:00,2026-05-21T05:00:00+00:00,1,long,4535.96024,4529.49716,-6.463080000000446,0.35,-6.813080000000445,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T03:00:00+00:00,2026-05-21T06:00:00+00:00,1,long,4529.33521,4519.95832,-9.376890000000458,0.35,-9.726890000000457,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T04:00:00+00:00,2026-05-21T07:00:00+00:00,1,long,4538.54662,4522.70244,-15.844180000000051,0.35,-16.194180000000053,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T05:00:00+00:00,2026-05-21T08:00:00+00:00,-1,short,4529.49716,4534.02235,-4.525190000000293,0.35,-4.875190000000293,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T06:00:00+00:00,2026-05-21T09:00:00+00:00,-1,short,4519.95832,4530.3527,-10.394380000000638,0.35,-10.744380000000637,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T07:00:00+00:00,2026-05-21T10:00:00+00:00,-1,short,4522.70244,4512.77347,9.928969999999936,0.35,9.578969999999936,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T08:00:00+00:00,2026-05-21T11:00:00+00:00,-1,short,4534.02235,4512.47463,21.54772000000048,0.35,21.19772000000048,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T09:00:00+00:00,2026-05-21T12:00:00+00:00,-1,short,4530.3527,4503.3972,26.95550000000003,0.35,26.605500000000028,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T10:00:00+00:00,2026-05-21T13:00:00+00:00,-1,short,4512.77347,4513.73715,-0.9636799999998402,0.35,-1.3136799999998403,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T11:00:00+00:00,2026-05-21T14:00:00+00:00,-1,short,4512.47463,4509.1416,3.3330299999997806,0.35,2.9830299999997805,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T12:00:00+00:00,2026-05-21T15:00:00+00:00,-1,short,4503.3972,4512.10232,-8.705119999999624,0.35,-9.055119999999624,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T13:00:00+00:00,2026-05-21T16:00:00+00:00,-1,short,4513.73715,4518.58291,-4.845760000000155,0.35,-5.1957600000001545,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T14:00:00+00:00,2026-05-21T17:00:00+00:00,-1,short,4509.1416,4553.87034,-44.72874000000047,0.35,-45.07874000000047,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T15:00:00+00:00,2026-05-21T18:00:00+00:00,-1,short,4512.10232,4530.30791,-18.205590000000484,0.35,-18.555590000000485,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T16:00:00+00:00,2026-05-21T19:00:00+00:00,-1,short,4518.58291,4543.25781,-24.67489999999998,0.35,-25.02489999999998,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T17:00:00+00:00,2026-05-21T20:00:00+00:00,1,long,4553.87034,4543.10657,-10.763770000000477,0.35,-11.113770000000477,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T18:00:00+00:00,2026-05-21T21:00:00+00:00,1,long,4530.30791,4545.58641,15.27849999999944,0.35,14.92849999999944,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T19:00:00+00:00,2026-05-21T22:00:00+00:00,1,long,4543.25781,4542.69344,-0.5643700000000536,0.35,-0.9143700000000535,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T20:00:00+00:00,2026-05-21T23:00:00+00:00,1,long,4543.10657,4535.1827,-7.923869999999624,0.35,-8.273869999999624,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T21:00:00+00:00,2026-05-22T00:00:00+00:00,1,long,4545.58641,4527.61355,-17.972859999999855,0.35,-18.322859999999856,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T22:00:00+00:00,2026-05-22T01:00:00+00:00,1,long,4542.69344,4526.40729,-16.286149999999907,0.35,-16.63614999999991,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-21T23:00:00+00:00,2026-05-22T02:00:00+00:00,1,long,4535.1827,4519.7539,-15.428800000000592,0.35,-15.778800000000592,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T00:00:00+00:00,2026-05-22T03:00:00+00:00,1,long,4527.61355,4529.07773,1.464179999999942,0.35,1.114179999999942,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T01:00:00+00:00,2026-05-22T04:00:00+00:00,-1,short,4526.40729,4527.31191,-0.90462000000025,0.35,-1.25462000000025,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T02:00:00+00:00,2026-05-22T05:00:00+00:00,-1,short,4519.7539,4509.96234,9.791559999999663,0.35,9.441559999999663,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T03:00:00+00:00,2026-05-22T06:00:00+00:00,1,long,4529.07773,4527.58336,-1.4943700000003446,0.35,-1.8443700000003447,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T04:00:00+00:00,2026-05-22T07:00:00+00:00,1,long,4527.31191,4522.26142,-5.050490000000536,0.35,-5.400490000000536,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T05:00:00+00:00,2026-05-22T08:00:00+00:00,-1,short,4509.96234,4522.05821,-12.095870000000104,0.35,-12.445870000000104,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T06:00:00+00:00,2026-05-22T09:00:00+00:00,1,long,4527.58336,4532.67016,5.086800000000039,0.35,4.73680000000004,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T07:00:00+00:00,2026-05-22T10:00:00+00:00,-1,short,4522.26142,4514.11565,8.145770000000084,0.35,7.7957700000000845,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T08:00:00+00:00,2026-05-22T11:00:00+00:00,-1,short,4522.05821,4520.95272,1.105489999999918,0.35,0.755489999999918,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T09:00:00+00:00,2026-05-22T12:00:00+00:00,1,long,4532.67016,4521.26652,-11.403639999999541,0.35,-11.75363999999954,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T10:00:00+00:00,2026-05-22T13:00:00+00:00,-1,short,4514.11565,4512.55569,1.5599599999995917,0.35,1.2099599999995916,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T11:00:00+00:00,2026-05-22T14:00:00+00:00,-1,short,4520.95272,4501.90761,19.045110000000022,0.35,18.69511000000002,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T12:00:00+00:00,2026-05-22T15:00:00+00:00,-1,short,4521.26652,4521.0387,0.2278200000000652,0.35,-0.12217999999993479,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T13:00:00+00:00,2026-05-22T16:00:00+00:00,-1,short,4512.55569,4514.52883,-1.9731400000000576,0.35,-2.3231400000000577,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T14:00:00+00:00,2026-05-22T17:00:00+00:00,-1,short,4501.90761,4519.70775,-17.800139999999374,0.35,-18.150139999999375,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T15:00:00+00:00,2026-05-22T18:00:00+00:00,-1,short,4521.0387,4514.42383,6.614870000000337,0.35,6.264870000000338,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T16:00:00+00:00,2026-05-22T19:00:00+00:00,-1,short,4514.52883,4509.28039,5.248440000000301,0.35,4.898440000000301,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T17:00:00+00:00,2026-05-22T20:00:00+00:00,-1,short,4519.70775,4508.84161,10.866139999999177,0.35,10.516139999999178,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T18:00:00+00:00,2026-05-22T21:00:00+00:00,-1,short,4514.42383,4505.66656,8.757270000000062,0.35,8.407270000000063,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T19:00:00+00:00,2026-05-22T22:00:00+00:00,-1,short,4509.28039,4505.67323,3.607159999999567,0.35,3.257159999999567,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T20:00:00+00:00,2026-05-22T23:00:00+00:00,-1,short,4508.84161,4505.72927,3.112340000000586,0.35,2.7623400000005858,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T21:00:00+00:00,2026-05-23T00:00:00+00:00,-1,short,4505.66656,4505.71582,-0.04926000000068598,0.35,-0.39926000000068596,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T22:00:00+00:00,2026-05-23T01:00:00+00:00,-1,short,4505.67323,4505.72207,-0.04883999999947264,0.35,-0.3988399999994726,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-22T23:00:00+00:00,2026-05-23T02:00:00+00:00,-1,short,4505.72927,4505.73696,-0.007690000000366126,0.35,-0.3576900000003661,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T00:00:00+00:00,2026-05-23T03:00:00+00:00,-1,short,4505.71582,4505.75246,-0.03663999999935186,0.35,-0.38663999999935184,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T01:00:00+00:00,2026-05-23T04:00:00+00:00,-1,short,4505.72207,4505.76315,-0.041079999999965366,0.35,-0.39107999999996534,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T02:00:00+00:00,2026-05-23T05:00:00+00:00,-1,short,4505.73696,4505.776,-0.0390399999996589,0.35,-0.3890399999996589,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T03:00:00+00:00,2026-05-23T06:00:00+00:00,-1,short,4505.75246,4505.77848,-0.02602000000024418,0.35,-0.37602000000024416,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T04:00:00+00:00,2026-05-23T07:00:00+00:00,-1,short,4505.76315,4505.77827,-0.015120000000024447,0.35,-0.3651200000000244,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T05:00:00+00:00,2026-05-23T08:00:00+00:00,-1,short,4505.776,4505.77546,0.0005400000000008731,0.35,-0.3494599999999991,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T06:00:00+00:00,2026-05-23T09:00:00+00:00,-1,short,4505.77848,4505.76423,0.014250000000174623,0.35,-0.33574999999982535,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T07:00:00+00:00,2026-05-23T10:00:00+00:00,-1,short,4505.77827,4505.75123,0.027039999999942665,0.35,-0.3229600000000573,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T08:00:00+00:00,2026-05-23T11:00:00+00:00,-1,short,4505.77546,4505.74441,0.031049999999595457,0.35,-0.3189500000004045,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T09:00:00+00:00,2026-05-23T12:00:00+00:00,-1,short,4505.76423,4505.76138,0.0028499999998530257,0.35,-0.34715000000014695,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T10:00:00+00:00,2026-05-23T13:00:00+00:00,-1,short,4505.75123,4505.7771,-0.02587000000039552,0.35,-0.3758700000003955,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T11:00:00+00:00,2026-05-23T14:00:00+00:00,-1,short,4505.74441,4505.79033,-0.04591999999956897,0.35,-0.39591999999956895,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T12:00:00+00:00,2026-05-23T15:00:00+00:00,-1,short,4505.76138,4505.67684,0.08453999999983353,0.35,-0.26546000000016645,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T13:00:00+00:00,2026-05-23T16:00:00+00:00,-1,short,4505.7771,4505.6646,0.1125000000001819,0.35,-0.23749999999981808,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T14:00:00+00:00,2026-05-23T17:00:00+00:00,-1,short,4505.79033,4505.65619,0.13414000000011583,0.35,-0.21585999999988414,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T15:00:00+00:00,2026-05-23T18:00:00+00:00,-1,short,4505.67684,4505.65222,0.024620000000140863,0.35,-0.3253799999998591,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T16:00:00+00:00,2026-05-23T19:00:00+00:00,-1,short,4505.6646,4505.65295,0.011650000000372529,0.35,-0.33834999999962745,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T17:00:00+00:00,2026-05-23T20:00:00+00:00,-1,short,4505.65619,4505.65833,-0.002140000000508735,0.35,-0.3521400000005087,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T18:00:00+00:00,2026-05-23T21:00:00+00:00,-1,short,4505.65222,4505.66411,-0.011889999999766587,0.35,-0.36188999999976657,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T19:00:00+00:00,2026-05-23T22:00:00+00:00,-1,short,4505.65295,4505.67742,-0.024470000000292202,0.35,-0.3744700000002922,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T20:00:00+00:00,2026-05-23T23:00:00+00:00,-1,short,4505.65833,4505.73171,-0.07337999999981548,0.35,-0.42337999999981546,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T21:00:00+00:00,2026-05-24T00:00:00+00:00,-1,short,4505.66411,4505.71475,-0.050640000000385044,0.35,-0.400640000000385,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T22:00:00+00:00,2026-05-24T01:00:00+00:00,-1,short,4505.67742,4505.72873,-0.051309999999830325,0.35,-0.4013099999998303,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-23T23:00:00+00:00,2026-05-24T02:00:00+00:00,1,long,4505.73171,4505.74564,0.01393000000007305,0.35,-0.3360699999999269,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T00:00:00+00:00,2026-05-24T03:00:00+00:00,-1,short,4505.71475,4505.76043,-0.045680000000174914,0.35,-0.3956800000001749,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T01:00:00+00:00,2026-05-24T04:00:00+00:00,1,long,4505.72873,4505.77208,0.04334999999991851,0.35,-0.30665000000008147,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T02:00:00+00:00,2026-05-24T05:00:00+00:00,1,long,4505.74564,4505.77977,0.03413000000000466,0.35,-0.3158699999999953,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T03:00:00+00:00,2026-05-24T06:00:00+00:00,1,long,4505.76043,4505.78297,0.02253999999993539,0.35,-0.3274600000000646,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T04:00:00+00:00,2026-05-24T07:00:00+00:00,1,long,4505.77208,4505.78144,0.009360000000015134,0.35,-0.34063999999998484,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T05:00:00+00:00,2026-05-24T08:00:00+00:00,1,long,4505.77977,4505.7753,-0.004469999999855645,0.35,-0.3544699999998556,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T06:00:00+00:00,2026-05-24T09:00:00+00:00,1,long,4505.78297,4505.76498,-0.017990000000281725,0.35,-0.3679900000002817,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T07:00:00+00:00,2026-05-24T10:00:00+00:00,1,long,4505.78144,4505.7512,-0.030240000000048894,0.35,-0.38024000000004887,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T08:00:00+00:00,2026-05-24T11:00:00+00:00,1,long,4505.7753,4505.74579,-0.02951000000030035,0.35,-0.37951000000030033,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T09:00:00+00:00,2026-05-24T12:00:00+00:00,1,long,4505.76498,4505.76258,-0.0024000000003070454,0.35,-0.352400000000307,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T10:00:00+00:00,2026-05-24T13:00:00+00:00,1,long,4505.7512,4505.77762,0.026420000000143773,0.35,-0.3235799999998562,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T11:00:00+00:00,2026-05-24T14:00:00+00:00,1,long,4505.74579,4505.78984,0.044050000000424916,0.35,-0.30594999999957506,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T12:00:00+00:00,2026-05-24T15:00:00+00:00,1,long,4505.76258,4505.66847,-0.09411000000000058,0.35,-0.44411000000000056,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T13:00:00+00:00,2026-05-24T16:00:00+00:00,1,long,4505.77762,4505.65738,-0.12024000000019441,0.35,-0.4702400000001944,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T14:00:00+00:00,2026-05-24T17:00:00+00:00,1,long,4505.78984,4505.65035,-0.13949000000047818,0.35,-0.48949000000047815,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T15:00:00+00:00,2026-05-24T18:00:00+00:00,-1,short,4505.66847,4505.64178,0.026689999999689462,0.35,-0.3233100000003105,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T16:00:00+00:00,2026-05-24T19:00:00+00:00,-1,short,4505.65738,4505.63605,0.02132999999957974,0.35,-0.32867000000042024,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T17:00:00+00:00,2026-05-24T20:00:00+00:00,-1,short,4505.65035,4505.64909,0.0012600000000020373,0.35,-0.34873999999999794,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T18:00:00+00:00,2026-05-24T21:00:00+00:00,-1,short,4505.64178,4505.68718,-0.04539999999997235,0.35,-0.39539999999997233,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T19:00:00+00:00,2026-05-24T22:00:00+00:00,-1,short,4505.63605,4564.29359,-58.657540000000154,0.35,-59.007540000000155,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T20:00:00+00:00,2026-05-24T23:00:00+00:00,-1,short,4505.64909,4568.57882,-62.929729999999836,0.35,-63.27972999999984,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T21:00:00+00:00,2026-05-25T00:00:00+00:00,-1,short,4505.68718,4568.71546,-63.02828000000045,0.35,-63.37828000000045,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T22:00:00+00:00,2026-05-25T01:00:00+00:00,1,long,4564.29359,4561.82004,-2.473550000000614,0.35,-2.823550000000614,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-24T23:00:00+00:00,2026-05-25T02:00:00+00:00,1,long,4568.57882,4563.11183,-5.466989999999896,0.35,-5.816989999999896,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T00:00:00+00:00,2026-05-25T03:00:00+00:00,1,long,4568.71546,4561.11608,-7.599380000000565,0.35,-7.9493800000005646,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T01:00:00+00:00,2026-05-25T04:00:00+00:00,1,long,4561.82004,4564.77695,2.9569100000007893,0.35,2.606910000000789,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T02:00:00+00:00,2026-05-25T05:00:00+00:00,1,long,4563.11183,4555.26715,-7.844680000000153,0.35,-8.194680000000153,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T03:00:00+00:00,2026-05-25T06:00:00+00:00,1,long,4561.11608,4562.25745,1.141370000000279,0.35,0.7913700000002791,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T04:00:00+00:00,2026-05-25T07:00:00+00:00,1,long,4564.77695,4564.76571,-0.011240000000725558,0.35,-0.36124000000072554,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T05:00:00+00:00,2026-05-25T08:00:00+00:00,1,long,4555.26715,4556.30898,1.0418300000001182,0.35,0.6918300000001182,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T06:00:00+00:00,2026-05-25T09:00:00+00:00,1,long,4562.25745,4568.81762,6.560169999999744,0.35,6.210169999999744,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T07:00:00+00:00,2026-05-25T10:00:00+00:00,1,long,4564.76571,4569.05312,4.287409999999909,0.35,3.937409999999909,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T08:00:00+00:00,2026-05-25T11:00:00+00:00,1,long,4556.30898,4570.79948,14.490499999999884,0.35,14.140499999999884,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T09:00:00+00:00,2026-05-25T12:00:00+00:00,1,long,4568.81762,4566.74503,-2.0725899999997637,0.35,-2.4225899999997638,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T10:00:00+00:00,2026-05-25T13:00:00+00:00,1,long,4569.05312,4563.78865,-5.264469999999164,0.35,-5.614469999999164,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T11:00:00+00:00,2026-05-25T14:00:00+00:00,1,long,4570.79948,4566.70157,-4.0979099999995015,0.35,-4.447909999999501,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T12:00:00+00:00,2026-05-25T15:00:00+00:00,1,long,4566.74503,4571.13002,4.384989999999561,0.35,4.034989999999562,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T13:00:00+00:00,2026-05-25T16:00:00+00:00,1,long,4563.78865,4573.35177,9.563119999999799,0.35,9.2131199999998,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T14:00:00+00:00,2026-05-25T17:00:00+00:00,1,long,4566.70157,4565.10681,-1.594759999999951,0.35,-1.9447599999999512,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T15:00:00+00:00,2026-05-25T18:00:00+00:00,1,long,4571.13002,4571.23621,0.10619000000042433,0.35,-0.24380999999957564,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T16:00:00+00:00,2026-05-25T19:00:00+00:00,1,long,4573.35177,4571.24387,-2.1078999999999724,0.35,-2.4578999999999724,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T17:00:00+00:00,2026-05-25T20:00:00+00:00,-1,short,4565.10681,4571.23972,-6.132909999999356,0.35,-6.482909999999356,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T18:00:00+00:00,2026-05-25T21:00:00+00:00,1,long,4571.23621,4571.2259,-0.010309999999662978,0.35,-0.36030999999966296,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T19:00:00+00:00,2026-05-25T22:00:00+00:00,1,long,4571.24387,4575.47807,4.234199999999873,0.35,3.8841999999998733,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T20:00:00+00:00,2026-05-25T23:00:00+00:00,1,long,4571.23972,4561.87281,-9.366909999999734,0.35,-9.716909999999734,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T21:00:00+00:00,2026-05-26T00:00:00+00:00,1,long,4571.2259,4544.02091,-27.20499000000018,0.35,-27.55499000000018,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T22:00:00+00:00,2026-05-26T01:00:00+00:00,1,long,4575.47807,4536.00056,-39.47750999999971,0.35,-39.82750999999971,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-25T23:00:00+00:00,2026-05-26T02:00:00+00:00,-1,short,4561.87281,4532.77887,29.093939999999748,0.35,28.743939999999746,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T00:00:00+00:00,2026-05-26T03:00:00+00:00,-1,short,4544.02091,4542.16748,1.8534300000001167,0.35,1.5034300000001166,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T01:00:00+00:00,2026-05-26T04:00:00+00:00,-1,short,4536.00056,4524.49545,11.505110000000059,0.35,11.15511000000006,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T02:00:00+00:00,2026-05-26T05:00:00+00:00,-1,short,4532.77887,4528.04658,4.732289999999921,0.35,4.382289999999921,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T03:00:00+00:00,2026-05-26T06:00:00+00:00,-1,short,4542.16748,4531.60784,10.5596400000004,0.35,10.2096400000004,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T04:00:00+00:00,2026-05-26T07:00:00+00:00,-1,short,4524.49545,4538.73093,-14.23547999999937,0.35,-14.58547999999937,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T05:00:00+00:00,2026-05-26T08:00:00+00:00,-1,short,4528.04658,4523.18415,4.862430000000131,0.35,4.512430000000132,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T06:00:00+00:00,2026-05-26T09:00:00+00:00,-1,short,4531.60784,4521.28255,10.325289999999768,0.35,9.975289999999768,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T07:00:00+00:00,2026-05-26T10:00:00+00:00,-1,short,4538.73093,4534.96634,3.764589999999771,0.35,3.414589999999771,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T08:00:00+00:00,2026-05-26T11:00:00+00:00,-1,short,4523.18415,4507.09739,16.08676000000014,0.35,15.73676000000014,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T09:00:00+00:00,2026-05-26T12:00:00+00:00,-1,short,4521.28255,4520.73812,0.5444299999999203,0.35,0.19442999999992028,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T10:00:00+00:00,2026-05-26T13:00:00+00:00,-1,short,4534.96634,4513.4358,21.530539999999746,0.35,21.180539999999745,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T11:00:00+00:00,2026-05-26T14:00:00+00:00,-1,short,4507.09739,4514.53294,-7.435550000000148,0.35,-7.785550000000148,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T12:00:00+00:00,2026-05-26T15:00:00+00:00,-1,short,4520.73812,4506.91393,13.824190000000272,0.35,13.474190000000272,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T13:00:00+00:00,2026-05-26T16:00:00+00:00,-1,short,4513.4358,4505.66026,7.775540000000547,0.35,7.425540000000547,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T14:00:00+00:00,2026-05-26T17:00:00+00:00,-1,short,4514.53294,4492.36307,22.16986999999972,0.35,21.819869999999717,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T15:00:00+00:00,2026-05-26T18:00:00+00:00,-1,short,4506.91393,4498.98719,7.9267399999998815,0.35,7.576739999999882,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T16:00:00+00:00,2026-05-26T19:00:00+00:00,-1,short,4505.66026,4510.10731,-4.447050000000672,0.35,-4.797050000000672,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T17:00:00+00:00,2026-05-26T20:00:00+00:00,-1,short,4492.36307,4507.58338,-15.2203099999997,0.35,-15.570309999999699,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T18:00:00+00:00,2026-05-26T21:00:00+00:00,-1,short,4498.98719,4508.13224,-9.145050000000083,0.35,-9.495050000000083,close_vs_sma20
higher_timeframe_sma20_trend,1h,2026-05-26T19:00:00+00:00,2026-05-26T22:00:00+00:00,-1,short,4510.10731,4512.54847,-2.4411599999993996,0.35,-2.7911599999993997,close_vs_sma20
